unique_key,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
2202773,HH457338,21/6/2002 2:30:00,0000X E 107TH ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,512,5,9,49,08B,1178611,1834038,2002,28/2/2018 3:56:25,41.69989913,-87.62161497,"(41.699899129, -87.621614966)"
6350608,HP437280,7/7/2008 4:15:00,105XX S WENTWORTH AVE,0460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,512,5,34,49,08B,,,2008,17/8/2015 3:03:40,,,
4817454,HM423897,19/6/2006 2:10:00,007XX E 105TH PL,0460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,512,5,9,50,08B,1183032,1835158,2006,28/2/2018 3:56:25,41.70287116,-87.60539257,"(41.702871159, -87.605392565)"
7247096,HR661505,25/11/2009 10:10:00,105XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,CTA BUS,TRUE,FALSE,512,5,9,49,08B,1178853,1835179,2009,28/2/2018 3:56:25,41.7030247,-87.6206943,"(41.7030247, -87.620694297)"
12484164,JE375364,15/9/2021 3:35:00,103XX S CORLISS AVE,0460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,FALSE,512,5,9,50,08B,1183399,1836672,2021,22/9/2021 4:54:46,41.70701725,-87.60400176,"(41.707017247, -87.604001762)"
3441722,HK504798,18/7/2004 9:50:00,003XX W 105TH PL,0460,BATTERY,SIMPLE,STREET,TRUE,FALSE,512,5,34,49,08B,1175851,1834965,2004,28/2/2018 3:56:25,41.7025051,-87.63169325,"(41.702505096, -87.631693249)"
5919322,HN713420,17/11/2007 8:05:00,008XX E 106TH ST,0460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,512,5,9,50,08B,1183537,1834839,2007,28/2/2018 3:56:25,41.70198405,-87.6035533,"(41.701984054, -87.603553295)"
11334654,JB289383,2/6/2018 7:25:00,008XX E 104TH ST,0460,BATTERY,SIMPLE,APARTMENT,TRUE,FALSE,512,5,9,50,08B,1183640,1836175,2018,9/6/2018 3:50:10,41.70564781,-87.60313466,"(41.705647812, -87.603134663)"
3959430,HL325933,29/4/2005 7:09:05,105XX S LAFAYETTE AVE,0460,BATTERY,SIMPLE,STREET,FALSE,FALSE,512,5,34,49,08B,1177788,1835156,2005,28/2/2018 3:56:25,41.7029857,-87.62459475,"(41.702985702, -87.624594747)"
3144446,HK136748,20/1/2004 9:45:00,105XX S LA SALLE ST,0460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,512,5,34,49,08B,1177143,1835024,2004,28/2/2018 3:56:25,41.70263802,-87.62696054,"(41.702638018, -87.626960537)"
4863931,HM466495,10/7/2006 1:20:00,008XX E 103RD ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,512,5,9,50,08B,1183988,1836860,2006,10/2/2018 3:50:01,41.70751943,-87.60183902,"(41.707519433, -87.601839023)"
8929158,HV600527,12/12/2012 9:30:00,104XX S STATE ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,512,5,34,49,08B,1178093,1835851,2012,10/2/2018 3:50:01,41.70488599,-87.62345694,"(41.704885986, -87.623456938)"
3429656,HK494077,13/7/2004 11:20:00,105XX S PRAIRIE AVE,0460,BATTERY,SIMPLE,STREET,FALSE,FALSE,512,5,9,49,08B,1179777,1835220,2004,28/2/2018 3:56:25,41.70311618,-87.6173096,"(41.703116178, -87.617309601)"
9488240,HX141632,6/2/2014 3:00:00,002XX W 104TH ST,0460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,512,5,34,49,08B,1176490,1835977,2014,4/2/2016 6:33:39,41.70526786,-87.62932312,"(41.705267858, -87.629323117)"
1443127,G165384,23/3/2001 10:00:00,008XX E 103 ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,512,5,,,08B,1183623,1836809,2001,17/8/2015 3:03:40,41.70738798,-87.60317723,"(41.707387983, -87.60317723)"
5201591,HM789172,22/12/2006 3:05:00,104XX S WABASH AVE,0460,BATTERY,SIMPLE,STREET,FALSE,FALSE,512,5,9,49,08B,1178423,1835652,2006,28/2/2018 3:56:25,41.70433243,-87.62225455,"(41.704332431, -87.622254545)"
5758582,HN556317,28/7/2007 9:20:00,106XX S STATE ST,0460,BATTERY,SIMPLE,STREET,FALSE,FALSE,512,5,9,49,08B,1178140,1834263,2007,28/2/2018 3:56:25,41.70052723,-87.62333277,"(41.700527229, -87.623332772)"
11256483,JB186278,15/3/2018 1:47:00,104XX S MARYLAND AVE,0460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,512,5,9,50,08B,1183748,1836011,2018,4/5/2018 3:51:04,41.70519526,-87.60274428,"(41.705195261, -87.602744276)"
7971030,HT198082,11/3/2011 8:15:00,002XX W 104TH ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,512,5,34,49,08B,1176490,1835977,2011,10/2/2018 3:50:01,41.70526786,-87.62932312,"(41.705267858, -87.629323117)"
7995973,HT226404,30/3/2011 12:20:00,002XX W 104TH ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,512,5,34,49,08B,1176490,1835977,2011,10/2/2018 3:50:01,41.70526786,-87.62932312,"(41.705267858, -87.629323117)"
2950917,HJ633116,16/9/2003 11:55:00,008XX E 103RD ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,512,5,9,50,08B,1183988,1836860,2003,28/2/2018 3:56:25,41.70751943,-87.60183902,"(41.707519433, -87.601839023)"
1390822,G104487,20/2/2001 10:02:00,003XX W 104 PL,0460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,512,5,,,08B,1175965,1835591,2001,17/8/2015 3:03:40,41.70422038,-87.63125713,"(41.704220381, -87.631257126)"
3309261,HK343383,4/5/2004 11:25:00,103XX S WENTWORTH AVE,0460,BATTERY,SIMPLE,STREET,TRUE,FALSE,512,5,34,49,08B,1176774,1836565,2004,28/2/2018 3:56:25,41.70687504,-87.62826552,"(41.706875037, -87.628265515)"
11097294,JA443822,23/9/2017 5:45:00,009XX E 104TH ST,0460,BATTERY,SIMPLE,APARTMENT,TRUE,FALSE,512,5,9,50,08B,1184238,1836191,2017,10/2/2018 3:50:01,41.70567778,-87.60094436,"(41.705677782, -87.600944364)"
1375609,G085526,11/2/2001 6:36:57,105XX S EDBROOKE AV,0460,BATTERY,SIMPLE,RESIDENCE,TRUE,TRUE,512,5,,,08B,1179171,1834931,2001,17/8/2015 3:03:40,41.70233693,-87.61953739,"(41.702336927, -87.61953739)"
8382828,HT615805,3/12/2011 10:50:00,105XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,512,5,9,50,08B,1182471,1835328,2011,4/2/2016 6:33:39,41.70335066,-87.60744154,"(41.703350655, -87.607441544)"
6914699,HR309939,7/5/2009 5:31:00,009XX E 104TH ST,0460,BATTERY,SIMPLE,STREET,FALSE,FALSE,512,5,9,50,08B,1184238,1836191,2009,28/2/2018 3:56:25,41.70567778,-87.60094436,"(41.705677782, -87.600944364)"
3455380,HK514365,25/7/2004 12:30:00,0000X E 104TH ST,0460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,512,5,9,49,08B,1178642,1836033,2004,10/2/2018 3:50:01,41.70537298,-87.62144107,"(41.705372982, -87.621441074)"
11149634,JA512283,15/11/2017 1:35:00,103XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,STREET,FALSE,FALSE,512,5,9,49,08B,1178921,1836235,2017,10/2/2018 3:50:01,41.70592096,-87.62041329,"(41.705920964, -87.620413287)"
7921238,HT151036,7/2/2011 12:15:00,008XX E 103RD ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,512,5,9,50,08B,1183988,1836860,2011,4/2/2016 6:33:39,41.70751943,-87.60183902,"(41.707519433, -87.601839023)"
4273846,HL588152,2/9/2005 8:10:00,003XX E 103RD ST,0460,BATTERY,SIMPLE,GROCERY FOOD STORE,FALSE,FALSE,512,5,9,49,08B,1180531,1836752,2005,28/2/2018 3:56:25,41.70730295,-87.61450182,"(41.707302954, -87.614501821)"
8144658,HT377567,2/7/2011 9:30:00,106XX S LAFAYETTE AVE,0460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,512,5,34,49,08B,1177806,1834560,2011,10/2/2018 3:50:01,41.70134979,-87.6245468,"(41.701349788, -87.624546797)"
6254059,HP340514,17/5/2008 5:45:00,003XX W 104TH ST,0460,BATTERY,SIMPLE,STREET,FALSE,FALSE,512,5,34,49,08B,1176032,1835965,2008,28/2/2018 3:56:25,41.70524519,-87.63100062,"(41.705245191, -87.631000615)"
9500786,HX155864,18/2/2014 5:10:00,103XX S WENTWORTH AVE,0460,BATTERY,SIMPLE,STREET,FALSE,FALSE,512,5,34,49,08B,1176775,1836542,2014,10/2/2018 3:50:01,41.7068119,-87.62826254,"(41.7068119, -87.628262542)"
10111913,HY301052,14/6/2015 12:30:00,103XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,STREET,FALSE,FALSE,512,5,9,49,08B,1178964,1836624,2015,10/2/2018 3:50:01,41.70698746,-87.62024403,"(41.706987456, -87.620244029)"
9518414,HX173727,5/3/2014 3:30:00,106XX S STATE ST,0460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,512,5,34,49,08B,1178133,1834511,2014,10/2/2018 3:50:01,41.70120793,-87.62335092,"(41.701207934, -87.623350917)"
2920749,HJ595662,29/8/2003 7:00:00,103XX S CALUMET AVE,0460,BATTERY,SIMPLE,BARBERSHOP,FALSE,FALSE,512,5,9,49,08B,1180403,1836582,2003,28/2/2018 3:56:25,41.70683938,-87.61497575,"(41.706839382, -87.614975747)"
8369632,HT602787,23/11/2011 7:45:00,104XX S CORLISS AVE,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,512,5,9,50,08B,1183429,1835703,2011,10/2/2018 3:50:01,41.70435749,-87.60392196,"(41.704357491, -87.603921959)"
10535936,HZ279880,25/5/2016 3:00:00,008XX E 103RD ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,512,5,9,50,08B,1183926,1836858,2016,10/2/2018 3:50:01,41.70751539,-87.60206613,"(41.70751539, -87.602066128)"
7503005,HS306015,13/5/2010 5:00:00,103XX S PRAIRIE AVE,0460,BATTERY,SIMPLE,SIDEWALK,TRUE,FALSE,512,5,9,49,08B,1179738,1836563,2010,10/2/2018 3:50:01,41.70680244,-87.61741153,"(41.706802441, -87.617411526)"
9289872,HW435001,2/9/2013 9:40:00,105XX S WENTWORTH AVE,0460,BATTERY,SIMPLE,STREET,TRUE,FALSE,512,5,34,49,08B,1176810,1835237,2013,10/2/2018 3:50:01,41.70323001,-87.62817351,"(41.703230009, -87.628173505)"
8513199,HV189893,9/3/2012 11:35:00,002XX W 104TH ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,512,5,34,49,08B,1176490,1835977,2012,10/2/2018 3:50:01,41.70526786,-87.62932312,"(41.705267858, -87.629323117)"
3215276,HK228907,8/3/2004 3:00:00,104XX S WENTWORTH AVE,0460,BATTERY,SIMPLE,STREET,FALSE,FALSE,512,5,34,49,08B,1176792,1835901,2004,28/2/2018 3:56:25,41.70505252,-87.62821951,"(41.705052523, -87.628219509)"
8628549,HV301806,24/5/2012 6:45:00,105XX S LANGLEY AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,512,5,9,50,08B,1182783,1835053,2012,4/2/2016 6:33:39,41.7025888,-87.60630758,"(41.702588797, -87.606307579)"
6006655,HP110412,7/1/2008 3:35:00,002XX W 103RD ST,0460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,512,5,34,49,08B,1176682,1836646,2008,28/2/2018 3:56:25,41.70709938,-87.62859999,"(41.707099379, -87.628599988)"
2535267,HJ105930,4/1/2003 12:30:00,003XX W 104TH ST,0460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,512,5,34,49,08B,1176032,1835965,2003,28/2/2018 3:56:25,41.70524519,-87.63100062,"(41.705245191, -87.631000615)"
4650904,HM246649,22/3/2006 3:15:00,002XX W 104TH PL,0460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,512,5,34,49,08B,1176408,1835643,2006,10/2/2018 3:50:01,41.70435315,-87.62963339,"(41.704353154, -87.629633385)"
6996553,HR393576,24/6/2009 10:30:00,105XX S WENTWORTH AVE,0460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,512,5,34,49,08B,1176810,1835225,2009,28/2/2018 3:56:25,41.70319708,-87.62817387,"(41.703197079, -87.628173865)"
7008444,HR412767,5/7/2009 5:57:00,105XX S CALUMET AVE,0460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,512,5,9,49,08B,1180444,1835157,2009,10/2/2018 3:50:01,41.70292805,-87.61486914,"(41.702928053, -87.614869143)"
1776060,G588714,1/10/2001 2:00:00,007XX E 103 PL,0460,BATTERY,SIMPLE,RESIDENCE-GARAGE,FALSE,TRUE,512,5,,,08B,1183001,1836449,2001,17/8/2015 3:03:40,41.70641455,-87.60546612,"(41.706414547, -87.605466123)"
11072532,JA412576,30/8/2017 6:50:00,106XX S CHAMPLAIN AVE,0460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,512,5,9,50,08B,1182493,1834460,2017,10/2/2018 3:50:01,41.70096824,-87.60738778,"(41.700968241, -87.607387777)"
11715887,JC298037,8/6/2019 7:00:00,105XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,512,5,9,50,08B,1182480,1835392,2019,30/6/2019 3:56:27,41.70352607,-87.60740661,"(41.703526071, -87.607406613)"
3143911,HK135889,20/1/2004 9:40:00,008XX E 103RD ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,512,5,9,50,08B,1183988,1836860,2004,28/2/2018 3:56:25,41.70751943,-87.60183902,"(41.707519433, -87.601839023)"
4924570,HM526202,4/8/2006 6:30:00,105XX S LANGLEY AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,512,5,9,50,08B,1182783,1835053,2006,10/2/2018 3:50:01,41.7025888,-87.60630758,"(41.702588797, -87.606307579)"
1851684,G691345,17/11/2001 3:24:06,002XX W 103 PL,0460,BATTERY,SIMPLE,RESIDENCE,TRUE,FALSE,512,5,,,08B,1176543,1836270,2001,17/8/2015 3:03:40,41.7060707,-87.62912026,"(41.706070703, -87.629120263)"
3465961,HK523203,29/7/2004 1:00:00,103XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,STREET,FALSE,FALSE,512,5,9,50,08B,1182644,1836387,2004,28/2/2018 3:56:25,41.70625268,-87.60677535,"(41.706252684, -87.606775345)"
7786493,HS595159,2/11/2010 12:40:00,008XX E 103RD ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,512,5,9,50,08B,1183988,1836860,2010,4/2/2016 6:33:39,41.70751943,-87.60183902,"(41.707519433, -87.601839023)"
2074485,HH295003,9/4/2002 8:05:00,008XX E 103 ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,512,5,,,08B,,,2002,4/2/2016 6:33:39,,,
3693464,HK792293,6/12/2004 6:20:00,106XX S RHODES AVE,0460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,512,5,9,49,08B,1181793,1834623,2004,28/2/2018 3:56:25,41.7014317,-87.6099459,"(41.701431698, -87.609945895)"
4292392,HL604639,11/9/2005 1:30:00,104XX S WABASH AVE,0460,BATTERY,SIMPLE,STREET,FALSE,FALSE,512,5,9,49,08B,1178417,1835855,2005,28/2/2018 3:56:25,41.70488963,-87.62227038,"(41.704889627, -87.622270378)"
1654921,G440508,26/7/2001 6:50:00,001XX W 104 PL,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,TRUE,TRUE,512,5,,,08B,1177415,1835707,2001,17/8/2015 3:03:40,41.70450614,-87.62594401,"(41.704506139, -87.625944005)"
3451262,HK516989,26/7/2004 4:30:00,106XX S WENTWORTH AVE,0460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,512,5,34,49,08B,1176829,1834522,2004,28/2/2018 3:56:25,41.70126752,-87.62812537,"(41.70126752, -87.628125371)"
9424734,HW568039,12/12/2013 12:00:00,008XX E 103RD ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,512,5,9,50,08B,1183988,1836860,2013,10/2/2018 3:50:01,41.70751943,-87.60183902,"(41.707519433, -87.601839023)"
6329920,HP360883,28/5/2008 10:30:00,008XX E 103RD ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,512,5,9,50,08B,1183988,1836860,2008,28/2/2018 3:56:25,41.70751943,-87.60183902,"(41.707519433, -87.601839023)"
10333895,HY524445,3/12/2015 9:30:00,008XX E 103RD ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,512,5,9,50,08B,1183988,1836860,2015,10/2/2018 3:50:01,41.70751943,-87.60183902,"(41.707519433, -87.601839023)"
1856994,G695661,19/11/2001 9:00:00,103XX S MICHIGAN AV,0460,BATTERY,SIMPLE,OTHER,FALSE,FALSE,512,5,,,08B,1178990,1836502,2001,17/8/2015 3:03:40,41.70665208,-87.62015252,"(41.706652081, -87.620152518)"
10859291,JA165168,23/2/2017 2:45:00,002XX W 104TH PL,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,512,5,34,49,08B,1176474,1835645,2017,10/2/2018 3:50:01,41.70435716,-87.62939164,"(41.704357162, -87.629391644)"
4530435,HM109373,6/1/2006 11:15:00,105XX S MARYLAND AVE,0460,BATTERY,SIMPLE,STREET,FALSE,FALSE,512,5,9,50,08B,1183770,1835347,2006,10/2/2018 3:50:01,41.70337265,-87.60268434,"(41.703372649, -87.602684344)"
7003423,HR409698,3/7/2009 6:10:00,104XX S CORLISS AVE,0460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,512,5,9,50,08B,1183429,1835708,2009,28/2/2018 3:56:25,41.70437121,-87.6039218,"(41.704371212, -87.603921804)"
9008826,HW156178,14/2/2013 8:30:00,008XX E 103RD ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,512,5,9,50,08B,1183988,1836860,2013,10/2/2018 3:50:01,41.70751943,-87.60183902,"(41.707519433, -87.601839023)"
11224757,JB143743,6/2/2018 10:45:00,007XX E 105TH ST,0460,BATTERY,SIMPLE,RESIDENCE,FALSE,TRUE,512,5,9,50,08B,1183030,1835491,2018,4/5/2018 3:51:04,41.703785,-87.60538958,"(41.703785, -87.605389581)"
3637682,HK721237,30/10/2004 11:42:00,106XX S PRAIRIE AVE,0460,BATTERY,SIMPLE,RESIDENCE,TRUE,FALSE,512,5,9,49,08B,1179796,1834535,2004,28/2/2018 3:56:25,41.70123601,-87.61726088,"(41.701236011, -87.617260884)"
9288414,HW433183,1/9/2013 2:00:00,104XX S WENTWORTH AVE,0460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,512,5,34,49,08B,1176802,1835545,2013,10/2/2018 3:50:01,41.70407538,-87.62819357,"(41.704075384, -87.628193565)"
4604582,HM196938,23/2/2006 3:18:00,103XX S CORLISS AVE,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,512,5,9,50,08B,1183397,1836757,2006,28/2/2018 3:56:25,41.70725054,-87.60400645,"(41.707250544, -87.604006449)"
1837925,G672692,8/10/2001 8:20:00,008XX E 103 ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,512,5,,,08B,1183623,1836809,2001,17/8/2015 3:03:40,41.70738798,-87.60317723,"(41.707387983, -87.60317723)"
1893522,G745720,13/12/2001 1:30:00,105XX S RHODES AV,0460,BATTERY,SIMPLE,SIDEWALK,FALSE,TRUE,512,5,,,08B,1181729,1835437,2001,17/8/2015 3:03:40,41.7036669,-87.61015521,"(41.703666896, -87.610155212)"
7178271,HR577684,8/10/2009 2:30:00,103XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,STREET,FALSE,FALSE,512,5,9,49,08B,1178964,1836624,2009,28/2/2018 3:56:25,41.70698746,-87.62024403,"(41.706987456, -87.620244029)"
12530209,JE432017,2/11/2021 11:05:00,0000X E 107TH ST,0460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,512,5,9,49,08B,1178577,1834036,2021,9/11/2021 3:48:47,41.69989441,-87.62173952,"(41.699894412, -87.62173952)"
6710292,HR125743,17/1/2009 12:30:00,106XX S RHODES AVE,0460,BATTERY,SIMPLE,STREET,FALSE,FALSE,512,5,9,49,08B,1181797,1834501,2009,28/2/2018 3:56:25,41.70109682,-87.609935,"(41.701096821, -87.609935001)"
6921060,HR326827,18/5/2009 1:00:00,002XX E 103RD ST,0460,BATTERY,SIMPLE,SIDEWALK,TRUE,FALSE,512,5,9,49,08B,1179531,1836723,2009,28/2/2018 3:56:25,41.70724622,-87.61816468,"(41.707246223, -87.618164684)"
9202684,HW347956,4/7/2013 4:05:00,105XX S PERRY AVE,0460,BATTERY,SIMPLE,SIDEWALK,TRUE,FALSE,512,5,34,49,08B,1177467,1835047,2013,10/2/2018 3:50:01,41.70269383,-87.62577345,"(41.702693834, -87.625773446)"
5860504,HN666763,23/10/2007 2:51:00,104XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,STREET,FALSE,FALSE,512,5,9,50,08B,1182592,1836062,2007,28/2/2018 3:56:25,41.70536205,-87.6069758,"(41.705362046, -87.606975803)"
1435101,G158611,20/3/2001 10:00:00,105XX S FOREST AV,0460,BATTERY,SIMPLE,RESIDENCE,FALSE,TRUE,512,5,,,08B,1180148,1835253,2001,17/8/2015 3:03:40,41.70319826,-87.61595009,"(41.703198262, -87.615950088)"
1777403,G587113,30/9/2001 8:55:00,002XX W 107 ST,0460,BATTERY,SIMPLE,STREET,FALSE,FALSE,512,5,,,08B,1176560,1834025,2001,17/8/2015 3:03:40,41.69990972,-87.62912523,"(41.69990972, -87.629125234)"
6039656,HP131830,18/1/2008 11:55:00,106XX S WENTWORTH AVE,0460,BATTERY,SIMPLE,STREET,TRUE,FALSE,512,5,34,49,08B,1176828,1834573,2008,28/2/2018 3:56:25,41.70140749,-87.6281275,"(41.701407493, -87.628127503)"
3971879,HL310129,21/4/2005 9:00:00,006XX E 107TH ST,0460,BATTERY,SIMPLE,CONVENIENCE STORE,FALSE,FALSE,512,5,9,50,08B,1182591,1834145,2005,28/2/2018 3:56:25,41.70010157,-87.60703867,"(41.700101573, -87.607038666)"
6354962,HP439806,8/7/2008 11:35:24,103XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,STREET,FALSE,FALSE,512,5,9,49,08B,1180736,1836592,2008,10/2/2018 3:50:01,41.70685919,-87.61375601,"(41.706859194, -87.613756011)"
1887379,G737743,9/12/2001 7:14:07,105XX S LA SALLE ST,0460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,512,5,,,08B,1177105,1834916,2001,17/8/2015 3:03:40,41.70234251,-87.62710293,"(41.702342505, -87.627102925)"
5749034,HN555805,28/8/2007 4:30:00,104XX S WABASH AVE,0460,BATTERY,SIMPLE,SIDEWALK,TRUE,FALSE,512,5,9,49,08B,1178418,1835799,2007,28/2/2018 3:56:25,41.70473593,-87.62226841,"(41.704735933, -87.62226841)"
8596029,HV269873,3/5/2012 6:04:00,0000X W 104TH PL,0460,BATTERY,SIMPLE,STREET,FALSE,FALSE,512,5,34,49,08B,1177823,1835678,2012,4/2/2016 6:33:39,41.70441735,-87.62445085,"(41.704417353, -87.624450853)"
6185797,HP272289,10/4/2008 2:40:00,103XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,512,5,9,50,08B,1182698,1836734,2008,28/2/2018 3:56:25,41.70720365,-87.60656688,"(41.707203646, -87.606566877)"
8677203,HV352448,25/6/2012 2:55:00,007XX E 106TH ST,0460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,512,5,9,50,08B,1183044,1834825,2012,4/2/2016 6:33:39,41.70195709,-87.60535893,"(41.701957086, -87.605358931)"
7410732,HS212981,17/3/2010 8:30:00,104XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,512,5,9,49,08B,1178870,1835516,2010,10/2/2018 3:50:01,41.70394909,-87.62062184,"(41.703949088, -87.620621835)"
2222882,HH486535,4/7/2002 11:51:21,0000X W 107TH ST,0460,BATTERY,SIMPLE,RESIDENCE,TRUE,TRUE,512,5,34,49,08B,1177693,1834013,2002,28/2/2018 3:56:25,41.69985129,-87.62497704,"(41.699851294, -87.624977038)"
7698892,HS502571,7/9/2010 4:30:00,105XX S EBERHART AVE,0460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,512,5,9,49,08B,1181441,1835280,2010,10/2/2018 3:50:01,41.7032427,-87.61121462,"(41.703242699, -87.611214622)"
3969026,HL332012,3/5/2005 2:52:00,104XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,512,5,9,49,08B,1180760,1835757,2005,10/2/2018 3:50:01,41.70456729,-87.61369368,"(41.704567293, -87.613693677)"
6864932,HR270403,14/4/2009 7:30:00,105XX S WABASH AVE,0460,BATTERY,SIMPLE,STREET,FALSE,FALSE,512,5,9,49,08B,1178437,1835173,2009,28/2/2018 3:56:25,41.70301767,-87.62221776,"(41.703017671, -87.622217763)"
8726670,HV402543,26/7/2012 8:30:00,001XX E 107TH ST,0460,BATTERY,SIMPLE,RESIDENCE,FALSE,TRUE,512,5,9,49,08B,1179283,1834056,2012,10/2/2018 3:50:01,41.69993326,-87.61915385,"(41.699933258, -87.619153849)"
5186671,HM776291,15/12/2006 5:39:00,106XX S VERNON AVE,0460,BATTERY,SIMPLE,STREET,TRUE,FALSE,512,5,9,49,08B,1181129,1834531,2006,28/2/2018 3:56:25,41.70119452,-87.61238005,"(41.701194517, -87.612380047)"
1431102,G154718,18/3/2001 1:05:00,006XX E 103 PL,0460,BATTERY,SIMPLE,RESIDENCE,FALSE,TRUE,512,5,,,08B,1182242,1836428,2001,17/8/2015 3:03:40,41.70637449,-87.60824617,"(41.706374492, -87.60824617)"
1555459,G312546,30/5/2001 3:41:55,104XX S STATE ST,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,512,5,,,08B,1178053,1835837,2001,17/8/2015 3:03:40,41.70484847,-87.62360384,"(41.704848472, -87.623603835)"
3235983,HK252094,20/3/2004 4:00:00,105XX S INDIANA AVE,0460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,512,5,9,49,08B,1179449,1835038,2004,28/2/2018 3:56:25,41.70262422,-87.61851619,"(41.702624222, -87.618516185)"
