unique_key,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
9456100,HX108955,10/1/2014 12:53:00,105XX S MICHIGAN AVE,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,STREET,FALSE,FALSE,512,5,9,49,03,1178851,1835157,2014,10/2/2018 3:50:01,41.70296437,-87.62070229,"(41.702964374, -87.620702287)"
10834908,JA136701,31/1/2017 2:00:00,106XX S MICHIGAN AVE,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,CONVENIENCE STORE,FALSE,FALSE,512,5,9,49,03,1178817,1834501,2017,14/2/2017 3:49:42,41.70116499,-87.62084666,"(41.701164991, -87.620846659)"
8854975,HV528716,21/10/2012 7:05:00,104XX S PRAIRIE AVE,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,ALLEY,FALSE,FALSE,512,5,9,49,03,1179759,1835817,2012,10/2/2018 3:50:01,41.70475484,-87.61735734,"(41.704754837, -87.617357338)"
8783605,HV457232,1/9/2012 7:00:00,001XX W 107TH ST,033B,ROBBERY,ATTEMPT: ARMED-OTHER FIREARM,ALLEY,FALSE,FALSE,512,5,34,49,03,1177056,1833997,2012,10/2/2018 3:50:01,41.69982174,-87.62730994,"(41.699821741, -87.627309936)"
3147283,HK139996,22/1/2004 4:51:47,106XX S LAFAYETTE AVE,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,STREET,FALSE,FALSE,512,5,34,49,03,1177805,1834571,2004,10/2/2018 3:50:01,41.70138,-87.62455013,"(41.701379996, -87.624550128)"
5145136,HM741159,26/11/2006 11:05:00,103XX S HARVARD AVE,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,FALSE,FALSE,512,5,34,49,03,1175628,1836454,2006,28/2/2018 3:56:25,41.70659611,-87.63246544,"(41.706596109, -87.632465439)"
3042334,HJ754853,12/11/2003 2:10:00,008XX E 103RD ST,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,512,5,9,50,03,1183988,1836860,2003,28/2/2018 3:56:25,41.70751943,-87.60183902,"(41.707519433, -87.601839023)"
6869229,HR270891,16/4/2009 11:35:00,008XX E 103RD ST,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,512,5,9,50,03,1183988,1836860,2009,28/2/2018 3:56:25,41.70751943,-87.60183902,"(41.707519433, -87.601839023)"
11572835,JC124057,21/1/2019 2:13:00,0000X W 105TH ST,041A,BATTERY,AGGRAVATED - HANDGUN,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,512,5,34,49,04B,1177635,1835341,2019,3/6/2020 3:45:09,41.70349682,-87.62514942,"(41.703496822, -87.625149423)"
5605669,HN414119,16/6/2007 8:55:00,103XX S WABASH AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,512,5,9,49,04B,1178407,1836205,2007,28/2/2018 3:56:25,41.7058503,-87.62229642,"(41.705850302, -87.622296415)"
6803964,HR212220,12/3/2009 6:03:00,106XX S WENTWORTH AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,512,5,34,49,04B,1176839,1834173,2009,28/2/2018 3:56:25,41.70030959,-87.62809922,"(41.700309589, -87.628099219)"
4591410,HM181570,14/2/2006 9:00:00,103XX S MICHIGAN AVE,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,512,5,9,49,04B,1178926,1836283,2006,10/2/2018 3:50:01,41.70605257,-87.62039352,"(41.706052569, -87.620393522)"
7527192,HS330052,27/5/2010 9:20:00,105XX S WENTWORTH AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,512,5,34,49,04B,1176811,1835202,2010,10/2/2018 3:50:01,41.70313394,-87.62817089,"(41.703133941, -87.628170893)"
12453138,JE337771,15/8/2021 12:55:00,002XX W 105TH PL,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,512,5,34,49,04B,1176490,1834981,2021,22/8/2021 4:56:41,41.70253469,-87.62935293,"(41.702534692, -87.629352931)"
5722837,HN531709,15/8/2007 11:14:48,104XX S CORLISS AVE,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,512,5,9,50,04B,1183419,1836038,2007,10/2/2018 3:50:01,41.70527701,-87.60394819,"(41.705277006, -87.603948187)"
11724321,JC308377,16/6/2019 1:19:00,105XX S EDBROOKE AVE,041A,BATTERY,AGGRAVATED - HANDGUN,RESIDENCE,FALSE,FALSE,512,5,9,49,04B,1179134,1835114,2019,28/12/2022 3:47:09,41.70283995,-87.61966732,"(41.702839946, -87.61966732)"
9589219,HX239765,27/4/2014 9:47:00,001XX W 104TH ST,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,TRUE,FALSE,512,5,34,49,04B,1177257,1835996,2014,4/2/2016 6:33:39,41.70530276,-87.62651389,"(41.705302756, -87.626513888)"
9691812,HX341471,11/7/2014 10:42:00,001XX W 104TH PL,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,512,5,34,49,04B,1177194,1835662,2014,10/2/2018 3:50:01,41.70438763,-87.62675462,"(41.704387632, -87.626754621)"
2359844,HH458637,22/6/2002 1:04:10,104XX S WENTWORTH AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,512,5,34,49,04B,1176802,1835545,2002,28/2/2018 3:56:25,41.70407538,-87.62819357,"(41.704075384, -87.628193565)"
5106218,HM706956,7/11/2006 3:35:00,0000X E 105TH ST,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,512,5,9,49,04B,1178628,1835347,2006,28/2/2018 3:56:25,41.70349082,-87.6215131,"(41.703490822, -87.621513104)"
5876390,HN682289,31/10/2007 11:00:00,103XX S WENTWORTH AVE,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,512,5,34,49,04B,1176774,1836565,2007,28/2/2018 3:56:25,41.70687504,-87.62826552,"(41.706875037, -87.628265515)"
11330942,JB284629,30/5/2018 1:24:00,001XX E 104TH ST,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,512,5,9,49,04B,1179068,1836046,2018,6/6/2018 3:54:13,41.70539898,-87.61988072,"(41.705398982, -87.619880721)"
10139672,HY328804,5/7/2015 3:41:00,106XX S PRAIRIE AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,512,5,9,49,04B,1179800,1834399,2015,10/2/2018 3:50:01,41.70086272,-87.61725038,"(41.700862717, -87.617250378)"
11857035,JC466929,10/10/2019 2:56:00,002XX W 105TH PL,041A,BATTERY,AGGRAVATED: HANDGUN,RESIDENCE,FALSE,FALSE,512,5,34,49,04B,1176585,1834983,2019,17/10/2019 4:11:50,41.70253805,-87.62900501,"(41.702538049, -87.629005008)"
1707400,G509018,26/8/2001 3:16:52,002XX E 107 ST,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,512,5,,,04B,1179492,1834101,2001,17/8/2015 3:03:40,41.70005199,-87.61838721,"(41.700051986, -87.618387214)"
5870615,HN677479,29/10/2007 8:20:00,106XX S WABASH AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,512,5,9,49,04B,1178461,1834379,2007,28/2/2018 3:56:25,41.70083828,-87.62215389,"(41.700838281, -87.622153891)"
9878273,HX529079,3/12/2014 6:01:00,106XX S STATE ST,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,512,5,9,49,04B,1178140,1834263,2014,10/2/2018 3:50:01,41.70052723,-87.62333277,"(41.700527229, -87.623332772)"
3624921,HK716495,28/10/2004 8:00:00,105XX S LAFAYETTE AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,512,5,34,49,04B,1177788,1835170,2004,10/2/2018 3:50:01,41.70302412,-87.62459433,"(41.70302412, -87.624594326)"
5715905,HN524945,12/8/2007 6:04:22,103XX S STATE ST,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,512,5,34,49,04B,1178083,1836195,2007,28/2/2018 3:56:25,41.7058302,-87.62348317,"(41.705830196, -87.623483173)"
11686371,JC262157,13/5/2019 11:55:00,003XX W 105TH ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,512,5,34,49,04B,1175842,1835297,2019,10/6/2020 3:46:57,41.70341635,-87.6317163,"(41.703416353, -87.6317163)"
3924360,HL297627,15/4/2005 7:30:00,001XX W 107TH ST,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,512,5,34,49,04B,1177037,1833997,2005,28/2/2018 3:56:25,41.69982217,-87.62737951,"(41.699822168, -87.627379506)"
11082522,JA425020,9/9/2017 5:12:00,001XX E 105TH ST,041B,BATTERY,AGGRAVATED: OTHER FIREARM,STREET,FALSE,FALSE,512,5,9,49,04B,1179234,1835364,2017,10/2/2018 3:50:01,41.70352371,-87.61929356,"(41.703523705, -87.619293557)"
4498505,HL803063,22/12/2005 12:50:00,104XX S MARYLAND AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,FALSE,FALSE,512,5,9,50,04B,1183754,1835835,2005,28/2/2018 3:56:25,41.70471216,-87.60272777,"(41.704712156, -87.602727772)"
2202553,HH463838,24/6/2002 1:40:00,105XX S WABASH AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,FALSE,TRUE,512,5,9,49,04B,1178441,1835056,2002,28/2/2018 3:56:25,41.70269652,-87.62220665,"(41.702696517, -87.622206654)"
4784674,HM398265,6/6/2006 11:28:00,105XX S VERNON AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,FALSE,FALSE,512,5,9,49,04B,1181110,1835176,2006,28/2/2018 3:56:25,41.70296492,-87.61242985,"(41.702964919, -87.612429848)"
1943953,HH117521,10/1/2002 10:40:00,008XX E 103 ST,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,"SCHOOL, PUBLIC, BUILDING",TRUE,TRUE,512,5,,,04B,,,2002,4/2/2016 6:33:39,,,
8030900,HT260925,22/4/2011 11:35:00,103XX S WENTWORTH AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,FALSE,FALSE,512,5,34,49,04B,1176774,1836565,2011,10/2/2018 3:50:01,41.70687504,-87.62826552,"(41.706875037, -87.628265515)"
9106180,HW250777,27/4/2013 11:20:00,007XX E 105TH ST,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,FALSE,TRUE,512,5,9,50,04B,1182971,1835489,2013,10/2/2018 3:50:01,41.70378088,-87.60560569,"(41.70378088, -87.605605688)"
8669810,HV344814,20/6/2012 8:20:00,002XX E 103RD ST,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,FALSE,FALSE,512,5,9,49,04B,1179531,1836723,2012,4/2/2016 6:33:39,41.70724622,-87.61816468,"(41.707246223, -87.618164684)"
10381361,HZ117341,16/1/2016 12:38:00,006XX E 104TH ST,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,FALSE,FALSE,512,5,9,49,04B,1182166,1836133,2016,10/2/2018 3:50:01,41.70556673,-87.60853357,"(41.705566729, -87.608533568)"
4680310,HM276251,6/4/2006 10:00:56,104XX S WENTWORTH AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,TRUE,FALSE,512,5,34,49,04B,1176794,1835818,2006,28/2/2018 3:56:25,41.70482472,-87.62821467,"(41.704824715, -87.628214674)"
4533753,HM119627,12/1/2006 3:55:00,105XX S LA SALLE ST,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,VEHICLE NON-COMMERCIAL,FALSE,FALSE,512,5,34,49,04B,1177143,1835024,2006,28/2/2018 3:56:25,41.70263802,-87.62696054,"(41.702638018, -87.626960537)"
7773035,HS580217,24/10/2010 12:00:00,104XX S MICHIGAN AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,FALSE,FALSE,512,5,9,49,04B,1178893,1835938,2010,10/2/2018 3:50:01,41.70510659,-87.62052482,"(41.705106592, -87.620524823)"
1460513,G190907,4/4/2001 1:46:00,106XX S INDIANA AV,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,FALSE,FALSE,512,5,,,04B,1179428,1834393,2001,17/8/2015 3:03:40,41.70085473,-87.61861268,"(41.700854732, -87.618612682)"
2225736,HH492340,7/7/2002 12:20:00,106XX S PERRY AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,FALSE,TRUE,512,5,34,49,04B,1177482,1834509,2002,28/2/2018 3:56:25,41.70121715,-87.62573471,"(41.701217148, -87.625734707)"
8078958,HT311901,3/5/2011 8:47:00,105XX S PERRY AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,FALSE,FALSE,512,5,34,49,04B,1177464,1835147,2011,10/2/2018 3:50:01,41.70296832,-87.62578142,"(41.702968316, -87.625781423)"
2794211,HJ444803,21/6/2003 9:50:00,103XX S WENTWORTH AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,FALSE,FALSE,512,5,34,49,04B,1176774,1836565,2003,28/2/2018 3:56:25,41.70687504,-87.62826552,"(41.706875037, -87.628265515)"
2605565,HJ204026,25/2/2003 10:35:14,007XX E 104TH PL,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,FALSE,TRUE,512,5,9,50,04B,1182966,1835822,2003,10/2/2018 3:50:01,41.70469479,-87.60561369,"(41.704694791, -87.605613693)"
2627559,HJ234393,12/3/2003 11:45:22,105XX S STATE ST,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,FALSE,FALSE,512,5,34,49,04B,1178116,1835073,2003,28/2/2018 3:56:25,41.70275053,-87.6233962,"(41.702750525, -87.623396201)"
3806232,HL173918,10/2/2005 3:00:00,105XX S INDIANA AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,FALSE,FALSE,512,5,9,49,04B,1179447,1835102,2005,28/2/2018 3:56:25,41.70279989,-87.61852156,"(41.702799893, -87.618521563)"
5504800,HN321707,4/5/2007 8:45:00,105XX S CORLISS AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,TRUE,FALSE,512,5,9,50,04B,1183448,1835072,2007,28/2/2018 3:56:25,41.70262551,-87.60387196,"(41.702625505, -87.603871957)"
7021853,HR415043,6/7/2009 8:24:00,105XX S INDIANA AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,512,5,9,49,04B,1179449,1835038,2009,28/2/2018 3:56:25,41.70262422,-87.61851619,"(41.702624222, -87.618516185)"
2477177,HH810039,30/11/2002 11:08:56,002XX E 103RD ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,GROCERY FOOD STORE,FALSE,FALSE,512,5,9,49,04B,1179531,1836723,2002,28/2/2018 3:56:25,41.70724622,-87.61816468,"(41.707246223, -87.618164684)"
1658432,G446468,29/7/2001 12:58:20,001XX W 105 ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,TRUE,FALSE,512,5,,,04B,1177048,1835366,2001,17/8/2015 3:03:40,41.70357865,-87.62729813,"(41.703578652, -87.627298134)"
12925410,JF506184,11/12/2022 7:00:00,104XX S MICHIGAN AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,FALSE,FALSE,512,5,9,49,04B,1178870,1835516,2022,3/1/2023 3:46:28,41.70394909,-87.62062184,"(41.703949088, -87.620621835)"
5776309,HN585385,12/9/2007 5:49:00,105XX S WENTWORTH AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,512,5,34,49,04B,1176810,1835237,2007,28/2/2018 3:56:25,41.70323001,-87.62817351,"(41.703230009, -87.628173505)"
7330321,HS134218,23/1/2010 7:04:00,009XX E 104TH ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,FALSE,FALSE,512,5,9,50,04B,1184238,1836191,2010,10/2/2018 3:50:01,41.70567778,-87.60094436,"(41.705677782, -87.600944364)"
5696892,HN504081,2/8/2007 9:15:00,002XX W 105TH ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,512,5,34,49,04B,1176577,1835315,2007,28/2/2018 3:56:25,41.70344928,-87.62902436,"(41.703449284, -87.629024359)"
2022727,HH232965,10/3/2002 2:30:21,106XX S PERRY AV,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,FALSE,FALSE,512,5,,,04B,1177481,1834541,2002,28/2/2018 3:56:25,41.70130498,-87.62573741,"(41.701304983, -87.625737405)"
1814765,G645489,26/10/2001 11:18:34,101XX S KING DR,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,TRUE,FALSE,512,5,,,04B,1180660,1837866,2001,17/8/2015 3:03:40,41.71035696,-87.61399535,"(41.71035696, -87.613995347)"
1311904,G001623,1/1/2001 5:33:17,003XX W 106 PL,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,512,5,,,04B,1175993,1834344,2001,17/8/2015 3:03:40,41.70079781,-87.63119182,"(41.700797806, -87.631191824)"
8140355,HT373985,30/6/2011 5:35:00,001XX W 104TH PL,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,TRUE,FALSE,512,5,34,49,04B,1177227,1835663,2011,10/2/2018 3:50:01,41.70438963,-87.62663375,"(41.704389633, -87.626633751)"
6895386,HR301769,4/5/2009 3:00:00,106XX S INDIANA AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,TRUE,FALSE,512,5,9,49,04B,1179468,1834400,2009,4/2/2016 6:33:39,41.70087303,-87.618466,"(41.70087303, -87.618466004)"
3668022,HK766530,21/11/2004 4:00:00,0000X E 104TH ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,FALSE,FALSE,512,5,9,49,04B,1178649,1836033,2004,28/2/2018 3:56:25,41.70537282,-87.62141544,"(41.705372824, -87.621415441)"
1388450,G102684,20/2/2001 3:15:00,002XX W 105 ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,512,5,,,04B,1176389,1835269,2001,17/8/2015 3:03:40,41.70332727,-87.62971415,"(41.703327271, -87.629714149)"
6262215,HP346559,20/5/2008 3:30:00,103XX S DAUPHIN AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,512,5,9,49,04B,1182437,1836724,2008,28/2/2018 3:56:25,41.70718225,-87.60752296,"(41.707182246, -87.607522959)"
9527724,HX181889,12/3/2014 1:08:00,007XX E 103RD PL,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,FALSE,FALSE,512,5,9,50,04B,1182875,1836487,2014,4/2/2016 6:33:39,41.70652175,-87.60592635,"(41.706521746, -87.605926349)"
3638984,HK730813,4/11/2004 2:45:00,106XX S VERNON AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,512,5,9,49,04B,1181127,1834605,2004,28/2/2018 3:56:25,41.70139763,-87.6123851,"(41.701397628, -87.612385102)"
2958205,HJ648012,23/9/2003 10:36:46,002XX W 106TH ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,512,5,34,49,04B,1176446,1834647,2003,28/2/2018 3:56:25,41.70161914,-87.62952404,"(41.701619135, -87.629524042)"
6573234,HP644078,23/10/2008 7:00:13,0000X W 104TH ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,TRUE,TRUE,512,5,34,49,04B,1177825,1836010,2008,28/2/2018 3:56:25,41.70532836,-87.62443352,"(41.705328362, -87.624433521)"
1771123,G589654,1/10/2001 10:24:35,105XX S STATE ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,FALSE,TRUE,512,5,,,04B,1178149,1835299,2001,17/8/2015 3:03:40,41.70336995,-87.62326854,"(41.703369954, -87.623268541)"
4501671,HL805321,23/12/2005 8:45:00,106XX S VERNON AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,512,5,9,49,04B,1181127,1834605,2005,28/2/2018 3:56:25,41.70139763,-87.6123851,"(41.701397628, -87.612385102)"
3008385,HJ712179,22/10/2003 7:15:00,103XX S CORLISS AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,512,5,9,50,04B,1183397,1836757,2003,28/2/2018 3:56:25,41.70725054,-87.60400645,"(41.707250544, -87.604006449)"
3019638,HJ727210,28/10/2003 4:15:00,103XX S COTTAGE GROVE AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,512,5,9,50,04B,1182698,1836734,2003,28/2/2018 3:56:25,41.70720365,-87.60656688,"(41.707203646, -87.606566877)"
2998611,HJ700683,17/10/2003 5:30:00,106XX S STATE ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,TRUE,FALSE,512,5,34,49,04B,1178141,1834226,2003,28/2/2018 3:56:25,41.70042567,-87.62333023,"(41.700425673, -87.623330227)"
11914231,JC537698,7/12/2019 2:43:00,106XX S EDBROOKE AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,TRUE,FALSE,512,5,9,49,04B,1179147,1834333,2019,14/12/2019 3:50:21,41.70069648,-87.61964342,"(41.700696478, -87.619643417)"
4085056,HL429392,18/6/2005 7:25:00,105XX S RHODES AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,FALSE,FALSE,512,5,9,49,04B,1181782,1835034,2005,28/2/2018 3:56:25,41.70255979,-87.60997353,"(41.70255979, -87.609973533)"
6995594,HR399118,27/6/2009 10:00:00,002XX W 105TH ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,512,5,34,49,04B,1176452,1835312,2009,28/2/2018 3:56:25,41.70344386,-87.62948217,"(41.703443856, -87.629482171)"
11442697,JB430626,11/9/2018 6:50:00,103XX S STATE ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,FALSE,FALSE,512,5,34,49,04B,1178071,1836598,2018,18/9/2018 4:08:02,41.70693636,-87.62351495,"(41.706936355, -87.623514952)"
1312888,G002368,2/1/2001 8:38:48,001XX W 103 ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,TRUE,FALSE,512,5,,,04B,1176893,1836610,2001,17/8/2015 3:03:40,41.70699585,-87.62782839,"(41.706995849, -87.627828391)"
2833251,HJ493524,14/7/2003 1:30:00,103XX S WENTWORTH AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,TRUE,FALSE,512,5,34,49,04B,1176774,1836565,2003,28/2/2018 3:56:25,41.70687504,-87.62826552,"(41.706875037, -87.628265515)"
3865705,HL239335,15/3/2005 3:20:00,104XX S MICHIGAN AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,512,5,9,49,04B,1178893,1835938,2005,10/2/2018 3:50:01,41.70510659,-87.62052482,"(41.705106592, -87.620524823)"
1356488,G049543,24/1/2001 1:20:00,008XX E 103 ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,512,5,,,04B,1183623,1836809,2001,17/8/2015 3:03:40,41.70738798,-87.60317723,"(41.707387983, -87.60317723)"
4088405,HL429691,18/6/2005 10:00:00,105XX S WENTWORTH AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,FALSE,512,5,34,49,04B,1176810,1835237,2005,10/2/2018 3:50:01,41.70323001,-87.62817351,"(41.703230009, -87.628173505)"
4992851,HM586666,6/9/2006 4:00:00,001XX W 107TH ST,0440,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,RESIDENCE,TRUE,FALSE,512,5,34,49,08B,1177314,1834004,2006,28/2/2018 3:56:25,41.69983514,-87.62636504,"(41.699835142, -87.626365042)"
4949862,HM562976,26/8/2006 2:52:00,009XX E 104TH ST,0440,BATTERY,AGG: HANDS/FIST/FEET NO/MINOR INJURY,APARTMENT,FALSE,FALSE,512,5,9,50,08B,1184238,1836191,2006,10/2/2018 3:50:01,41.70567778,-87.60094436,"(41.705677782, -87.600944364)"
2855978,HJ517114,25/7/2003 3:00:00,105XX S WABASH AVE,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,SIDEWALK,TRUE,FALSE,512,5,9,49,08B,1178443,1834980,2003,28/2/2018 3:56:25,41.70248792,-87.62220163,"(41.702487917, -87.622201628)"
11454699,JB446600,22/9/2018 3:11:00,007XX E 105TH ST,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,SIDEWALK,TRUE,FALSE,512,5,9,50,08B,1183108,1835493,2018,29/9/2018 3:59:11,41.70378868,-87.6051039,"(41.703788679, -87.605103901)"
5090081,HM691047,30/10/2006 2:10:00,007XX E 103RD ST,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,STREET,TRUE,FALSE,512,5,9,50,08B,1183021,1836831,2006,28/2/2018 3:56:25,41.70746234,-87.60538106,"(41.70746234, -87.605381059)"
10379239,HZ115158,14/1/2016 10:10:00,008XX E 103RD ST,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,512,5,9,50,08B,1183988,1836860,2016,10/2/2018 3:50:01,41.70751943,-87.60183902,"(41.707519433, -87.601839023)"
12834071,JF404404,20/9/2022 11:02:00,009XX E 104TH ST,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",APARTMENT,TRUE,FALSE,512,5,9,50,08B,1184238,1836191,2022,3/1/2023 3:46:28,41.70567778,-87.60094436,"(41.705677782, -87.600944364)"
12582624,JF100957,2/1/2022 1:36:00,105XX S EDBROOKE AVE,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,TRUE,FALSE,512,5,9,49,08B,1179132,1834978,2022,18/2/2023 3:45:53,41.70246679,-87.61967877,"(41.702466788, -87.61967877)"
4347735,HL643561,29/9/2005 6:45:00,007XX E 103RD PL,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,OTHER,TRUE,FALSE,512,5,9,50,08B,1182929,1836488,2005,28/2/2018 3:56:25,41.70652324,-87.60572857,"(41.706523238, -87.605728574)"
8592318,HV265892,1/5/2012 7:00:00,009XX E 104TH ST,0460,BATTERY,SIMPLE,SIDEWALK,FALSE,TRUE,512,5,9,50,08B,1184238,1836191,2012,4/2/2016 6:33:39,41.70567778,-87.60094436,"(41.705677782, -87.600944364)"
10568295,HZ316332,20/6/2016 8:00:00,104XX S EBERHART AVE,0460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,512,5,9,49,08B,1181426,1835789,2016,10/2/2018 3:50:01,41.70463981,-87.61125392,"(41.704639807, -87.611253921)"
